Icd;lab_pat;DescrIntervento;CodInterv;Filler
7510;DIVERTICOLO DI MECKEL;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO TENUE;4561;
7510;DIVERTICOLO DI MECKEL;RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE, SAI;5300;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA ANASTOMOSI INTESTINALE TENUE-CRASSO;4593;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA ASPORTAZIONE DI LESIONE DEL DUODENO;4532;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA ASPORTAZIONE PARZIALE DELL'INTESTINO CRASSO;4579;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA DEMOLIZIONE DI LESIONE DELL'INTESTINO TENUE ECCETTO IL DUODENO;4534;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA ENTEROSTOMIA;4639;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA GASTRECTOMIA TOTALE;4399;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA GASTROENTEROSTOMIA SENZA GASTRECTOMIA;4439;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA GASTROSTOMIA;4319;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA INCISIONE DELL'INTESTINO TENUE;4502;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA RESEZIONE DEL RETTO CON PULL-THROUGH;4849;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA RESEZIONE PARZIALE DELL'INTESTINO TENUE;4562;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRA RIPARAZIONE DELLO SFINTERE ANALE;4979;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ALTRE LISI DI ADESIONI PERITONEALI;5459;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ANASTOMOSI ALL'ANO;4595;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ANASTOMOSI ESOFAGEA INTRATORACICA CON INTERPOSIZIONE DI INTESTINO TENUE;4253;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ANASTOMOSI INTESTINALE TENUE-TENUE;4591;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ANASTOMOSI INTESTINALE, SAI;4590;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ASPORTAZIONE LOCALE DI LESIONE DEL DUODENO;4531;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DELL'INTESTINO TENUE ECCETTO IL DUODENO;4533;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO TENUE;4651;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;COLECTOMIA TOTALE INTRAADDOMINALE;458;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;COLOSTOMIA PERMANENTE;4613;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;COLOSTOMIA TEMPORANEA;4611;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;COLOSTOMIA, SAI;4610;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;DILATAZIONE DELL'INTESTINO;4685;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ESTERIORIZZAZIONE DELL'INTESTINO TENUE;4601;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;GASTRECTOMIA TOTALE CON INTERPOSIZIONE INTESTINALE;4391;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ILEOSTOMIA TEMPORANEA;4621;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;ILEOSTOMIA, SAI;4620;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;INCISIONE DEL DUODENO;4501;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO TENUE;4681;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO, NON ALTRIMENTI SPECIFICATO;4680;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RESEZIONE DEL CIECO;4572;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RESEZIONE DEL RETTO SECONDO DUHAMEL;4865;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RESEZIONE DELLA SOTTOMUCOSA DEL RETTO (SECONDO SOAVE);4841;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RESEZIONE DI SEGMENTO ESTERIORIZZATO DELL'INTESTINO TENUE;4602;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO CRASSO;4571;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO TENUE;4561;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;REVISIONE DI ORIFIZIO ARTIFICIALE DELL'INTESTINO TENUE;4641;
7511;ATRESIA E STENOSI DELL'INTESTINO TENUE;RIMOZIONE TOTALE DELL'INTESTINO TENUE;4563;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA ANASTOMOSI INTESTINALE TENUE-CRASSO;4593;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA ASPORTAZIONE DI LESIONE DEL DUODENO;4532;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA ASPORTAZIONE DI LESIONE DELL'INTESTINO CRASSO;4549;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA ASPORTAZIONE PARZIALE DELL'INTESTINO CRASSO;4579;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA BIOPSIA DELL'INTESTINO CRASSO;4526;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA DEMOLIZIONE DI LESIONE DELL'INTESTINO TENUE ECCETTO IL DUODENO;4534;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA RESEZIONE DEL RETTO;4869;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA RESEZIONE DEL RETTO CON PULL-THROUGH;4849;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA RESEZIONE PARZIALE DELL'INTESTINO TENUE;4562;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA REVISIONE DI ORIFIZIO ARTIFICIALE DELL'INTESTINO CRASSO;4643;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA RIPARAZIONE DEL RETTO;4879;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA RIPARAZIONE DELLO SFINTERE ANALE;4979;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRA TRACHEOSTOMIA PERMANENTE;3129;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRE PROCEDURE DIAGNOSTICHE SULL'ANO E SUI TESSUTI PERIANALI;4929;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRI INTERVENTI SUL RETTO E SUI TESSUTI PERIRETTALI;4899;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRI INTERVENTI SULL'ANO;4999;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ALTRI INTERVENTI SULL'INTESTINO;4699;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ANASTOMOSI ALL'ANO;4595;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ANASTOMOSI INTESTINALE CRASSO-CRASSO;4594;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ANASTOMOSI INTESTINALE TENUE-TENUE;4591;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ANASTOMOSI INTESTINALE, SAI;4590;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DELL'INTESTINO CRASSO;4541;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;BIOPSIA A CELO APERTO DEL RETTO;4825;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;CERCHIAGGIO ANALE;4972;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;CHIUSURA DI FISTOLA VESCICO-INTESTINALE;5783;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO CRASSO;4652;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO TENUE;4651;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;COLECTOMIA TOTALE INTRAADDOMINALE;458;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;COLOSTOMIA PERMANENTE;4613;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;COLOSTOMIA TEMPORANEA;4611;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;COLOSTOMIA, SAI;4610;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ESTERIORIZZAZIONE DELL'INTESTINO CRASSO;4603;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ILEOSTOMIA TEMPORANEA;4621;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;ILEOSTOMIA, SAI;4620;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;INCISIONE DI SETTO ANALE;4991;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO, NON ALTRIMENTI SPECIFICATO;4680;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;PILOROMIOTOMIA;433;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE DEL COLON TRASVERSO;4574;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE DELLA SOTTOMUCOSA DEL RETTO (SECONDO SOAVE);4841;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE DI SEGMENTO ESTERIORIZZATO DELL'INTESTINO TENUE;4602;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE POSTERIORE DEL RETTO;4864;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO CRASSO;4571;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO CRASSO;4751;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO TENUE;4561;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RETTO-RETTOSTOMIA;4874;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;REVISIONE DI ORIFIZIO INTESTINALE ARTIFICIALE, SAI;4640;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;RIDUZIONE DI PROLASSO ANALE;4994;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;SFINTEROTOMIA ANALE POSTERIORE;4952;
7512;ATRESIA E STENOSI DELL'INTESTINO CRASSO, DEL RETTO E DEL CANALE ANALE;SUTURA DI LACERAZIONE DELL'INTESTINO CRASSO;4675;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRA ANASTOMOSI INTESTINALE TENUE-CRASSO;4593;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRA ASPORTAZIONE PARZIALE DELL'INTESTINO CRASSO;4579;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRA BIOPSIA DELL'INTESTINO CRASSO;4526;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRA RESEZIONE DEL RETTO;4869;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRA RESEZIONE DEL RETTO CON PULL-THROUGH;4849;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRA RESEZIONE PARZIALE DELL'INTESTINO TENUE;4562;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ALTRI INTERVENTI SUL RETTO E SUI TESSUTI PERIRETTALI;4899;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ANASTOMOSI ALL'ANO;4595;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ANASTOMOSI DELL'INTESTINO TENUE AL MONCONE RETTALE;4592;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ANASTOMOSI INTESTINALE CRASSO-CRASSO;4594;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ANASTOMOSI INTESTINALE TENUE-TENUE;4591;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ANASTOMOSI INTESTINALE, SAI;4590;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DEL RETTO;4835;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;BIOPSIA A CELO APERTO DEL RETTO;4825;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO CRASSO;4652;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO TENUE;4651;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;COLECTOMIA TOTALE INTRAADDOMINALE;458;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;COLOSTOMIA TEMPORANEA;4611;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;COLOSTOMIA, SAI;4610;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;EMICOLECTOMIA SINISTRA;4575;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ESTERIORIZZAZIONE DELL'INTESTINO CRASSO;4603;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ILEOSTOMIA TEMPORANEA;4621;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;ILEOSTOMIA, SAI;4620;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;RESEZIONE DEL RETTO PER VIA ADDOMINOPERINEALE;485;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;RESEZIONE DEL RETTO SECONDO DUHAMEL;4865;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;RESEZIONE DELLA SOTTOMUCOSA DEL RETTO (SECONDO SOAVE);4841;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;RESEZIONE DI SEGMENTO ESTERIORIZZATO DELL'INTESTINO TENUE;4602;
7513;MALATTIA DI HIRSCHSPRUNG ED ALTRI DISTURBI FUNZIONALI CONGENITI DEL COLON;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO TENUE;4561;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA ANASTOMOSI INTESTINALE TENUE-CRASSO;4593;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA ASPORTAZIONE PARZIALE DELL'INTESTINO CRASSO;4579;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA DEMOLIZIONE DI LESIONE DELL'INTESTINO TENUE ECCETTO IL DUODENO;4534;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA GASTROSTOMIA;4319;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA INCISIONE DELL'INTESTINO TENUE;4502;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA PROCEDURA DIAGNOSTICA SULLO STOMACO;4419;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA RESEZIONE ANTERIORE DEL RETTO;4863;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA RESEZIONE DEL RETTO;4869;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA RESEZIONE PARZIALE DELL'INTESTINO TENUE;4562;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA RIPARAZIONE DEL DIAFRAMMA;3484;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA RIPARAZIONE DELLA PARETE ADDOMINALE;5472;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRA SUTURA DELLA PARETE ADDOMINALE;5463;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ALTRE LISI DI ADESIONI PERITONEALI;5459;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ANASTOMOSI INTESTINALE TENUE-TENUE;4591;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ANASTOMOSI INTESTINALE, SAI;4590;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ASPORTAZIONE DI LESIONE O TESSUTO DEL DIAFRAMMA;3481;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ASPORTAZIONE LOCALE DI LESIONE DEL DUODENO;4531;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO CRASSO;4652;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO TENUE;4651;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;COLOSTOMIA TEMPORANEA;4611;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ESOFAGO-ESOFAGOSTOMIA INTRATORACICA;4251;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;FISSAZIONE DI INTESTINO, SAI;4660;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;ILEOSTOMIA, SAI;4620;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;INCISIONE DEL DUODENO;4501;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;INCISIONE DEL PERITONEO;5495;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO CRASSO;4682;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO TENUE;4681;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO, NON ALTRIMENTI SPECIFICATO;4680;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;REVISIONE DI CISTOSTOMIA;5722;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;RIPARAZIONE DI ERNIA DIAFRAMMATICA PER VIA TORACICA, SAI;5380;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;RIPARAZIONE DI ERNIA DIAFRAMMATICA, PER VIA ADDOMINALE;537;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;RIPARAZIONE DI ERNIA SU INCISIONE CON PROTESI;5361;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;RIPARAZIONE DI GASTROSCHISI;5471;
7514;ANOMALIE DI FISSAZIONE INTESTINALE;RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE INDIRETTA;5302;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA ASPORTAZIONE PARZIALE DELL'INTESTINO CRASSO;4579;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA DEMOLIZIONE DI LESIONE DELL'INTESTINO TENUE ECCETTO IL DUODENO;4534;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA ENTEROSTOMIA;4639;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA FISSAZIONE DELL'INTESTINO CRASSO;4664;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA RESEZIONE DEL RETTO;4869;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA RESEZIONE DEL RETTO CON PULL-THROUGH;4849;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA RESEZIONE PARZIALE DELL'INTESTINO TENUE;4562;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA RIPARAZIONE DELLO SFINTERE ANALE;4979;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRA TRACHEOSTOMIA PERMANENTE;3129;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRE LISI DI ADESIONI PERITONEALI;5459;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRI INTERVENTI SUL RETTO E SUI TESSUTI PERIRETTALI;4899;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRI INTERVENTI SULL'ANO;4999;
7515;ALTRE ANOMALIE DELL'INTESTINO;ALTRI INTERVENTI SULL'INTESTINO;4699;
7515;ALTRE ANOMALIE DELL'INTESTINO;AMPUTAZIONE, SAI;8491;
7515;ALTRE ANOMALIE DELL'INTESTINO;ANASTOMOSI INTESTINALE CRASSO-CRASSO;4594;
7515;ALTRE ANOMALIE DELL'INTESTINO;ANASTOMOSI INTESTINALE TENUE-TENUE;4591;
7515;ALTRE ANOMALIE DELL'INTESTINO;ANASTOMOSI INTESTINALE, SAI;4590;
7515;ALTRE ANOMALIE DELL'INTESTINO;ASPORTAZIONE LOCALE DI LESIONE DEL DUODENO;4531;
7515;ALTRE ANOMALIE DELL'INTESTINO;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DEL RETTO;4835;
7515;ALTRE ANOMALIE DELL'INTESTINO;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DELL'INTESTINO TENUE ECCETTO IL DUODENO;4533;
7515;ALTRE ANOMALIE DELL'INTESTINO;CHIUSURA DI FISTOLA ANALE;4973;
7515;ALTRE ANOMALIE DELL'INTESTINO;CHIUSURA DI ORIFIZIO ARTIFICIALE DELL'INTESTINO CRASSO;4652;
7515;ALTRE ANOMALIE DELL'INTESTINO;COLOSTOMIA TEMPORANEA;4611;
7515;ALTRE ANOMALIE DELL'INTESTINO;COLOSTOMIA, SAI;4610;
7515;ALTRE ANOMALIE DELL'INTESTINO;ESOFAGO-ESOFAGOSTOMIA INTRATORACICA;4251;
7515;ALTRE ANOMALIE DELL'INTESTINO;ILEOSTOMIA TEMPORANEA;4621;
7515;ALTRE ANOMALIE DELL'INTESTINO;ILEOSTOMIA, SAI;4620;
7515;ALTRE ANOMALIE DELL'INTESTINO;INCISIONE DEL DUODENO;4501;
7515;ALTRE ANOMALIE DELL'INTESTINO;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO TENUE;4681;
7515;ALTRE ANOMALIE DELL'INTESTINO;MANIPOLAZIONE INTRAADDOMINALE DELL'INTESTINO, NON ALTRIMENTI SPECIFICATO;4680;
7515;ALTRE ANOMALIE DELL'INTESTINO;MIOMECTOMIA ANORETTALE;4892;
7515;ALTRE ANOMALIE DELL'INTESTINO;RESEZIONE DEL CIECO;4572;
7515;ALTRE ANOMALIE DELL'INTESTINO;RESEZIONE DI SEGMENTO ESTERIORIZZATO DELL'INTESTINO TENUE;4602;
7515;ALTRE ANOMALIE DELL'INTESTINO;RESEZIONE SEGMENTARIA MULTIPLA DELL'INTESTINO TENUE;4561;
7515;ALTRE ANOMALIE DELL'INTESTINO;RIPARAZIONE DI GASTROSCHISI;5471;
7515;ALTRE ANOMALIE DELL'INTESTINO;RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE INDIRETTA;5302;
7515;ALTRE ANOMALIE DELL'INTESTINO;SFINTEROTOMIA ANALE POSTERIORE;4952;
75160;ANOMALIE NON SPECIFICATE DELLA COLECISTI, DEI DOTTI BILIARI E DEL FEGATO;ALTRA ANASTOMOSI DEL DOTTO BILIARE;5139;
75160;ANOMALIE NON SPECIFICATE DELLA COLECISTI, DEI DOTTI BILIARI E DEL FEGATO;COLECISTECTOMIA LAPAROSCOPICA;5123;
75161;ATRESIA BILIARE;ALTRA ANASTOMOSI DEL DOTTO BILIARE;5139;
75161;ATRESIA BILIARE;ALTRA ANASTOMOSI DELLA COLECISTI;5135;
75161;ATRESIA BILIARE;ALTRA ASPORTAZIONE DEL DOTTO BILIARE COMUNE COLEDOCHECTOMIA;5163;
